ID,texte,titre,categorie,urgence,temps_resolution,type_ticket,nb_mots,text_full
7 657_dup_11,installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop,installation souris sans fil ã sanaa bakkaddour,Accessoires/Request,Moyenne,5.825,Demande,16,installation souris sans fil ã sanaa bakkaddour installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop
7 198,accès one drive ã donner ã salma elotmani elle a des dossiers ã envoyer ã l'agence,accès one drive ã donner ã salma elotmani elle a des dossiers ã envoyer ã l'agence,Accès au partage,Basse,49.33,Demande,16,accès one drive ã donner ã salma elotmani elle a des dossiers ã envoyer ã l'agence accès one drive ã donner ã salma elotmani elle a des dossiers ã envoyer ã l'agence
7 563,problème imprimante ma15,problème imprimante ma15,Impressions & Scanner/Incident,Basse,2.42,Incident,3,problème imprimante ma15 problème imprimante ma15
7 480_dup_45,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 312_dup_60,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 378,création compte ad_elazzaoui abdellah,création compte ad_elazzaoui abdellah,Création compte AD,Basse,16.43,Demande,4,création compte ad_elazzaoui abdellah création compte ad_elazzaoui abdellah
7 649,demande de de créer un nouveau dossier de partage nommé projet sérialisation sur le serveur cazsfsp02 et d'attribuer un accès en lecture et écriture ã toutes les personnes listées ci-dessous,demande de de créer un nouveau dossier de partage nommé projet sérialisation sur le serveur cazsfsp02 et d'attribuer un accès en lecture et écriture ã toutes les personnes listées ci-dessous,Autre,Basse,1.25,Demande,30,demande de de créer un nouveau dossier de partage nommé projet sérialisation sur le serveur cazsfsp02 et d'attribuer un accès en lecture et écriture ã toutes les personnes listées ci-dessous demande de de créer un nouveau dossier de partage nommé projet sérialisation sur le serveur cazsfsp02 et d'attribuer un accès en lecture et écriture ã toutes les personnes listées ci-dessous
7 357,regule demande de nous créer deux projets sous le nom surgam cp ' et ' birodigyl cp'' sur le volet '2025 validation'',regule demande de nous créer deux projets sous le nom surgam cp ' et ' birodigyl cp'' sur le volet '2025 validation'',Autre,Basse,11.32,Demande,22,regule demande de nous créer deux projets sous le nom surgam cp ' et ' birodigyl cp'' sur le volet '2025 validation'' regule demande de nous créer deux projets sous le nom surgam cp ' et ' birodigyl cp'' sur le volet '2025 validation''
7 141,demande acces aux dossiers et sous dossiers qualité pub,demande acces aux dossiers et sous dossiers qualité pub,Accès au partage,Basse,0.4,Demande,9,demande acces aux dossiers et sous dossiers qualité pub demande acces aux dossiers et sous dossiers qualité pub
7 252,probléme teams,probléme teams,Installation TEAMS,Basse,91.05,Incident,2,probléme teams probléme teams
7 492,demandes de comptes vpn maphar,demandes de comptes vpn maphar,Création compte AD,Basse,9.8,Demande,5,demandes de comptes vpn maphar demandes de comptes vpn maphar
7 258,demande d'accès réseau,demande d'accès réseau,Connexion Réseau,Basse,7.67,Demande,3,demande d'accès réseau demande d'accès réseau
7 480_dup_2,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 312_dup_2,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 498_dup_5,lenteur reseau wifi depuis salle tanger,lenteur reseau wifi depuis salle tanger,Autre,Moyenne,19.67,Incident,6,lenteur reseau wifi depuis salle tanger lenteur reseau wifi depuis salle tanger
7 200_dup_2,problème d'accès internet,problème d'accès internet,Connexion internet,Moyenne,38.07,Incident,3,problème d'accès internet problème d'accès internet
7 062,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa,demande de changement de bande,Changement de bande,Basse,2.63,Demande,31,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa
7 312_dup_57,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 558_dup_10,demande d' accès partage marouane aaffale,demande d' accès partage marouane aaffale,Autre,Moyenne,1.23,Demande,6,demande d' accès partage marouane aaffale demande d' accès partage marouane aaffale
7 317,demande donner l'accès ã kenza lahrichi ã ce partage cassfsp01 dap_moh_payment 2023,demande donner l'accès ã kenza lahrichi ã ce partage cassfsp01 dap_moh_payment 2023,Autre,Basse,15.78,Demande,12,demande donner l'accès ã kenza lahrichi ã ce partage cassfsp01 dap_moh_payment 2023 demande donner l'accès ã kenza lahrichi ã ce partage cassfsp01 dap_moh_payment 2023
6 973_dup_58,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 041,demande de de donner l'accès au partage ci-dessous ã ballouki hassan en modification,demande de de donner l'accès au partage ci-dessous ã ballouki hassan en modification,Accès au partage,Basse,4.33,Demande,13,demande de de donner l'accès au partage ci-dessous ã ballouki hassan en modification demande de de donner l'accès au partage ci-dessous ã ballouki hassan en modification
7 301,problème d'heure système sur mon pc,problème d'heure système sur mon pc,Matériel/Incident,Basse,41.32,Incident,6,problème d'heure système sur mon pc problème d'heure système sur mon pc
7 489_dup_5,probléme d'accés odoo,probléme d'accés odoo,Applications,Moyenne,5.95,Incident,3,probléme d'accés odoo probléme d'accés odoo
7 312_dup_1,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 540,affectation modification d'une ligne téléphonique pour touhair yasmine,affectation modification d'une ligne téléphonique pour touhair yasmine,Utilitaires/Request,Basse,18.5,Demande,8,affectation modification d'une ligne téléphonique pour touhair yasmine affectation modification d'une ligne téléphonique pour touhair yasmine
7 526,titularisation _ lamraoui hanane cdi,titularisation _ lamraoui hanane cdi,Accès au partage,Basse,2.27,Demande,5,titularisation _ lamraoui hanane cdi titularisation _ lamraoui hanane cdi
7 675_dup_4,compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi,compte windows est verrouillé pour amal lamsoundi,Autre,Moyenne,5.825,Incident,14,compte windows est verrouillé pour amal lamsoundi compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi
6 964,regule réinitialiser le mot de passe du compte spectre uv,regule réinitialiser le mot de passe du compte spectre uv,Activation compte HTDS de UV365,Basse,0.1,Demande,10,regule réinitialiser le mot de passe du compte spectre uv regule réinitialiser le mot de passe du compte spectre uv
6 996,manque réseau wifi,manque réseau wifi,Laptop/Request,Basse,8.62,Incident,3,manque réseau wifi manque réseau wifi
7 366,demande de configurer vlan 114 sur le port switch sur lequel connecté cet équipement,demande de configurer vlan 114 sur le port switch sur lequel connecté cet équipement,Connexion internet,Basse,8.6,Demande,14,demande de configurer vlan 114 sur le port switch sur lequel connecté cet équipement demande de configurer vlan 114 sur le port switch sur lequel connecté cet équipement
7 668_dup_10,mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier,mot de passe cfao réinitialisé pour céline fournier,MDP CFAO,Moyenne,5.825,Incident,16,mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier
7 480_dup_12,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 667,demande créer des dossiers sur le partage cazsfsp02 projet sérialisation,demande créer des dossiers sur le partage cazsfsp02 projet sérialisation,Autre,Basse,5.825,Demande,10,demande créer des dossiers sur le partage cazsfsp02 projet sérialisation demande créer des dossiers sur le partage cazsfsp02 projet sérialisation
7 480_dup_22,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
6 987,demande accès au partage stage pfe hse,demande accès au partage stage pfe hse,Autre,Basse,9.85,Demande,7,demande accès au partage stage pfe hse demande accès au partage stage pfe hse
7 159,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 439,demande d'augmenter la capacité de ce dossier partagé,demande d'augmenter la capacité de ce dossier partagé,Accès au partage,Basse,10.08,Demande,8,demande d'augmenter la capacité de ce dossier partagé demande d'augmenter la capacité de ce dossier partagé
7 159_dup_9,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
